id,name,minimum_nights
f81c67eb-c39a-494d-a564-c6dc57796c80,Sunny & Modern 1 Bedroom with Amazing view of NY,3
713dd6b0-8232-4dfc-b1b7-e983b8fc8c3c,Private room in Nolita PH,7
d431ca1d-23fc-4db4-8e19-df7d735cd1f0,Sunny 1BR Private Room in Williamsburg,10
1a06ea48-6d4b-4fee-a0e8-8f64165a5f3b,1 bedroom Upper West Side apartment,5
63d165f5-8e87-4281-861b-19ddb015e618,6 bedroom apt on Union Square,21
213d3f9a-85bb-459f-a3e4-64fb29afabec,Brooklyn at its finest,3
90f9feec-47f0-4368-93c9-fab8b07d7127,Sunny private room in Spanish Harlem art house,2
bd7499e3-2b2b-4f03-8a10-2250a606aa49,Loft Space in South Williamsburg!,1
8f288946-672e-481e-b1fb-8b9a1544bf3a,Lovely Brooklyn Room With Balcony,18
e608850e-0531-4ccc-bc81-7798b6fcbbac,COZY CORNER GREENWICH VILLAGE,3
f03d4f4e-3f81-4206-8f6f-ecc108a55af3,Amazing 1BR - heart of West Village,4
3930b6e0-b388-4f8e-8e7f-c348f8a12e16,"Beautiful, Comfortable Park Slope Home",3
8bcbf0d4-aa30-4c3f-bd16-3830b947a9b9,Brooklyn Heights Dream Apt w/ Private Deck & Views,2
3b441987-2cbe-45a1-81c6-e51f2f1f7132,Bunk Bed room share in Bklyn near Brooklyn College,5
f2eb7a7b-9fdd-4007-8301-b7cb6c0b15b8,Bienvenue à NY - 2BDM with a view,5
fc10b746-e8f5-4633-afb2-90e7ab077469,The Art Loft! Spacious and Bright!,5
4167a710-2af2-4132-bf65-28ed427fc906,Come to Know  New York III,1
69c2842b-b280-4d2d-bdfd-c8b7e8839849,4-BR Townhouse on Quiet Brooklyn Block,3
f6208fc9-4551-40c2-9acc-552d00f0d108,Great One bedroom in Midtown East,5
e51c4411-0b77-48d6-8830-5690bf84e5d0,"Charming, Cozy & spacious  bedroom in Brooklyn",2
93c9f7be-80e8-4670-aebf-e6e4ddc72bcf,Sunny Deck and Private Garden,30
d74b952a-8f80-4722-a5df-1de542a12fcc,Beautiful apartment in trendy Brooklyn,365
32dcbb1c-1009-4aa1-bdc7-7d89815e71b9,"Sunny, modern 1 bedroom condo",2
19badd3a-fd7d-4e33-9c9b-ac2ae02ab71c,Beautiful Room in Clinton Hill,4
84a37003-db95-4902-9960-f0d48081f993,Modern Room in Huge Apartament in Manhattan,1
479b0f69-2e4b-475e-b4e3-ddbec039bd35,"Spacious 2BR/2BA, Great Location!",5
ff14f992-1c09-4352-9323-5e491140207a,Spacious & sunny in Clinton Hill :),5
57278261-1efe-490e-a45b-f0731a278e76,"Modern, Cute Room in The Heart of Williamsburg",1
e7ecc15e-f00f-4d05-b954-1bb084cc8a0f,Room available in BUSHWICK!,1
8ea407df-7932-4ba7-a011-0464de3a0782,Cute Mid-Century Bushwick sleeps 3!,1
4af588ec-b156-4b97-ba7e-8a2abf662c70,Bespoke Williamsburg Row House,3
79e58e1b-a7aa-4f78-81df-be652dfa545c,Cosi 2 Beds East Village- 2 months Minimum,30
28bc2458-85ed-4809-afba-8d584a66f8cc,Charming West Village 2.5bd Apt,1
44c6a8e4-f3d4-4853-b72a-376e783c9d69,Come to Know New York II,1
ca53bebe-827a-4655-a56c-5b8dd427c4c3,Highly Desired LOCATION East V. NYC,2
d41ba444-4a7a-415c-ad11-8452d4816e4a,NY Queens Penthouse Share = 1BR aka Brooklyn Room,9
32b66967-beb9-4920-a1f2-9148fe81762e,Light Filled Apartment on Tree-Lined Street,3
8769449d-d1c1-49bb-9bc7-2296e21ac92f,"Hell´s Kitchen, cozy functional 2br",4
c143373e-0325-4647-83d8-caa38c617e57,Charming Manhattan 2 Bedroom,1
058709f4-23a2-4205-91a2-05480723db0d,NYC Brownstone Duplex With Backyard in Chelsea.,1
04ce2d6f-d732-4734-be6b-1e4e5ed2928b,"Modern Park Slope Family 2 BR, 2 BA",6
5758ae12-fc01-4b8f-9af4-421d218edbfc,Beautiful & Private Manhattan Room,1
0375d0ec-d436-43be-92dc-af6125162f18,Beautiful and sunny,4
1dd70952-590c-4a52-b38d-92f9ecd43896,Very comfortable room,1
111c5255-61bb-4727-a782-0d3e2f6792c8,Bedroom with Empire St Bldg View!,1
6a144ba3-6da1-4ca2-90f6-8e3bf0d4cf0f,"Size, Splendor & High Ceilings",30
85638a01-8ba0-4b1d-941e-bef05a65b6b4,Cozy East Village Getaway,35
fc414d9e-4c45-4a7e-b7c5-ae7319e66359,Cool Large 3 bedrooms in the heart of East village,30
a8d52f37-ef81-4f51-a707-d2373c4a760c,Cozy room in light-filled apartment,7
b4fc25e2-8127-4f4c-8277-4f5ad40672e1,Stylish L.E.S Studio,3
dde2fb48-12f8-4242-aa5e-8ebd971da10e,A clean private room in Brooklyn,1
8c0916c6-925c-4a6f-98f6-9ee5ba1410dc,Upper East Side Alcove Studio,1
1aded802-f0fe-4cf0-8272-f5d08ff684e2,NYC Hell's Kitchen/Midtown West 1BR,3
14cfee23-08bf-47a1-9e93-bf1b4e0378e4,"New Building, Best Location in NYC",3
b7c37d0c-dd2f-4f87-bf72-81365316e05b,Private Bedroom in East Harlem,1
08338970-e598-4d3b-aedd-f9bc6c1e1771,Comfortable bed in a great room!,1
32035895-95fa-418a-a874-644d08a43723,2 Bedroom apartment in Brooklyn,1
2045c1b4-a042-4eea-869f-730038396fc6,Large private room / Williamsberg,1
1a4e85f1-4f1a-47dc-b204-2f6dd72b6ead,Newly renovated amazing 2 bedrooms,4
9d50287f-d087-4274-96da-e5d6d5c3fc1e,Charming Grand Central Two Bedroom Apartment (4R),30
fa763910-2734-44a6-b1ec-34a11f71e07b,Spacious Private Bedroom+Bathroom !,1
5285023c-ceb8-4b84-880d-b3f5813b3dbd,Luxury Apt near Time Square,7
00f73034-51d5-4180-9e93-a6cbd78a0084,NYC Crash Pad,2
0b79d6ea-6a6f-42d9-8bb9-8cd6c1977a0d,PRETTY CLINTON HILL BROWNSTONE!,4
893de4e0-4c50-4c0c-9082-59e21b1be6c1,"Modern Williamsburg apt w/Gym, Roof",3
b268a54c-ef79-4671-b50a-f684aeedc735,Sunny & Quiet Luxury NYC Oasis,2
11338d6a-c3f3-4f6c-83c3-bd8418d292d9,1 bedroom apartment in Nolita,1
8b7f2340-0d4d-4748-9327-be1de4d77915,Astoria Room,28
cb310f19-4280-4bd4-af58-c90e6f2154b9,Modern/Sunny Apt Close to Train!,1
03c7751c-9be7-4b33-8066-0f0744551c39,"Clean, Trendy, Private Room in LES",1
92b3e503-4f36-4a02-8465-31992efc6ae2,Cozy Apartement,1
f50da302-3af7-47fe-800d-d5a59613781c,"Quiet, Spacious, Safe Studio in BK",7
89345398-16c1-4204-a0a4-187989aa636c,"Private Room at ""The Boat House""",2
bc33b2e5-4b8f-4244-8d8c-6c41e0cad1bc,Cozy apartment in Nolita/SoHo,2
d5cdf30e-691d-4bc1-9ca9-736ee729f8cd,Sunny Prewar 2BR/2BA in Fort Greene,30
c9d56126-98cc-44f4-8f0d-86cfac3dd5ed,Elegant private room in beautiful apartment,2
e3838336-f876-4e90-93af-87b82489b479,Bright Cozy Lux 1BR w/Balcony,2
78f73242-c3f7-47b2-90df-10c47159eea3,Well Furnished Upper East Side Studio,2
25b673d4-cb5f-4418-805c-3b9c4bdd64a6,Sunny 1BR in hip East Village,2
5463052d-6bc4-4867-98c3-373cf15d3337,Cozy 1br apt in center flushing,7
f5970c19-0406-473c-83c9-757a0d9397b7,"Stylish, family-friendly house, Prospect Heights",4
a7c789ba-511e-47b2-9ab9-255be0b84408,Cozy room in Chelsea,1
2c39d71d-8ab0-4dae-a416-8787d759c335,Kid-friendly house with parking/back patio,3
ad3fcd09-893f-40e0-9dde-9b32a388845c,PERFECT FOR A SMALL GET AWAY.,1
913855ea-dedc-4f08-9406-555bb5acbfb0,Beautiful One Bedroom Apartment (Midtown) NYC,3
e85b81b9-ca86-421c-8549-e5aba68dfefa,Artist's Apt in Downtown Manhattan,5
41ee7806-7c7d-4f6a-ac16-9f4fa3b72889,Quiet room around corner fr. Subway,1
583bfe78-01f4-47ca-9bfd-3e58c633cee4,Good size room in large 3 bedroom,7
7fe86adf-9d90-4f02-9205-17416249e0d2,"Family Friendly, Brooklyn, NYC 2br",5
bcdfa11b-e4a1-4b31-8ebe-3cf353f123f5,"Large Light Room for Female, Cat Friendly",6
a848b4a9-a099-4f85-8f59-4562f114be67,"Designer Fifth Ave 4BR 5Ba 6,000sf Modern Loft",1
48cecf0f-a885-40b4-a6cd-790e2e9a6ce0,"Cozy 1BR in Williamsburg, Brooklyn",1
48c2e00a-1393-4148-b004-cfce1b00ebd4,Sunny Room in Astoria NYC!,10
1f450ab7-f45b-450a-ba50-3b19535dbd91,Luxury Central Park North Apartment,4
a2365ac0-da50-4077-afd5-8a0e4eef311b,Spacious Bright Room in Heart of Williamsburg NY,2
72f84eaf-adb9-406c-8fda-a3917594efb6,Beautiful Private Bedroom in NY,7
c91a7000-f165-4117-9e8e-47980ed1a509,Your NYC spot,3
a608d27e-3d32-4b8f-a6de-14938f686ef7,Beautiful neighborhood,5
4565620a-11b4-414c-84c3-3e3b8790999e,2 BR Apt w/ patio close to the L,2
5382c216-8bad-42c5-983f-f84c7b4ef34f,"Cheap, basic room",3
4507ecf9-5954-4d90-912f-8ad79e7531b9,Large Private Room in prime BK,1
665309c5-fa48-4d80-98ae-a634bf2e5eba,Brownstone in Heart Of Park Slope!,14
4879f320-1a8b-4733-a99b-6f6ab15e91d8,⭐️Harlem getaway w/ great amenities,2
d2645e24-ad90-4d4d-8362-4a76dee86792,"Big room 2 blocks from Central Park, UWS Manhattan",1
c4531839-ad2d-4406-bf8a-e664282143b8,Large one bedroom,1
3198bc46-7bd0-4d01-9e12-8fce1ad9bad6,Your Garden Oasis in Brooklyn!,3
f25eb781-2421-48b0-ae37-56f7203c9fde,Midtown Gem - Nestled by Hotel Row,2
24d397df-936c-4b32-8e0b-9f12fd23d12a,Spacious Room w/ Queen Bed,1
ad80c012-d2d3-404a-9738-b00d565cd7ce,"Perfect studio w/ Coutryard, piano!",1
88162c3a-9799-4f5d-9142-ee0708012e49,Harlem/Columbia historic landmark,2
51faef2f-f270-48f5-8694-b0dcd2241813,Luxury alcove studio on high floor,5
4873f9c7-c841-4c0c-99c0-d771bfc7a00b,Park Slope Family Oasis w/ Patio,2
7fb3d780-c3fb-4edb-b78e-bd2de71a9683,large private bedroom,1
a816254f-7e86-4ce8-adb4-b6886499afee,Large and Quiet Private Bedroom,7
21d4e507-b575-467f-84a8-ac78d374ef69,Private Entrance in Prime Burg,1
04addd37-e745-4e2a-a13a-fc077fe1daaf,Lovely Studio in Flushing/kew Garde,1
f6f9bb01-f51e-44a9-906d-2f658c35cd53,Marvellous spacious Upper East apt,10
5a82ced8-4f90-4e9a-b7d4-39547c5cb5aa,Relaxing Home for your NY Trip,2
484e6a43-a030-439f-b4be-541e867a5a44,Spacious Private Room/Bath in Bushwick!,30
597957d1-43a2-401c-a326-2259929bb412,"Home 4 Medical Professionals - The ""Clinomania""",30
25f40e1e-90f7-4376-9105-d65b81428bab,Home 4 Medical Professionals-Kngbr1,30
3b74ccbe-d3d6-4f63-af4a-c9f4fe9b59be,Home 4 Medical Professionals-Kngbr3,30
5590f3ca-4fc3-466e-b8dc-86c56a95c461,Spacious 2 BR sun-filled apartment  in Chelsea,2
5acb079e-2629-4576-828d-e46569c7242f,spacious apartment in Ditmas Park,7
2f568f67-b39b-4ec6-a922-54bdbb18bbfc,Sunny Midtown Apartment,1
c465668c-e52e-4b3a-b287-a99187415b7f,Beautiful 2 Bedroom Apartment!! NYC,3
d9e6da04-4cda-4710-b6d9-6e9e0f4d0044,"South Facing Brownstone, 2nd Floor",7
a8585c26-7f3d-4349-a504-6482dd8ba1d6,One bedroom in quiet Brooklyn,5
566023c8-7d97-4ab9-828a-76d87449d957,"Cozy, Spacious Bedstuy Pad",5
de131598-c0dc-4068-b8f9-26cdcf9bae4f,Cozy room in beautiful light-filled apt,2
3aea9ce8-fbae-4420-8b41-bed9dffea5d5,Sunny 1.5 BR  Charmer!,4
793c3b4f-dced-483f-b722-30071b699228,Sunny Studio in Chelsea,1
64e5dc53-0d4c-4baf-b091-850bbb1dfeee,"3 bdrms, fully equip bth/rm kitchen, 2nd fl walkup",3
fe94b8c2-3926-4237-a201-33da9cad57fe,Nice & Sweet Apartment in Manhhatan,3
d6cd08a7-59ce-4e67-9a42-67ceac75130d,Brooklyn Yellow,2
5ae21a18-3aa7-44f4-a9ba-669800345456,Large Brooklyn 3 Bedroom Apartment,5
89139314-c438-4a70-b951-f1c80702b835,1 bedroom apt in Astoria,1
3e1bd1ea-3894-4a62-a1c6-d30e57b812d3,Williamsburg Apartment on Bedford,3
6592f183-6ed6-440d-83b8-80797c2754dc,Sunny & Happy Room in Williamsburg,2
324f5481-33e6-4e1a-ba59-7981425eff54,A Serine Stay in Bedstuy,10
27caaeb4-30b4-4298-95af-81193493bb99,"Owesome entire apart, Bushwick 20 min Manhattan!!!",3
6e5aa8cd-3d39-453f-a127-021ac900182a,Chic Modern Apt w/ View of Hudson,5
26fe31f6-d4e5-410b-a83f-fe329c469bc8,Heart of Lower East Side,1
f37d19d8-db1d-4d69-9bf2-22a3529733a7,"Stunning, sunny 1bedroom, Greenpoit",14
e4510de5-7bb9-4f47-b8c3-64f7025cc121,Ranch style house with driveway,3
9148ba58-f4dd-4131-a350-04057a7df78c,Big Room @ the Heart of Brooklyn!!,7
c8f4a5cd-8f38-4438-9831-1671b51a6348,Gorgeous Luxury Apartment,1
8fa4aa4f-f389-4262-bd64-40e6d7475707,Spacious & Charming Duplex in Upper East,3
dd89fe96-f2d3-4f6f-8b23-f85d2e2ffc08,Wildlife Loft Living room adventure,1
ffc61104-a83d-48b0-810b-ca5bacc583e9,Whole West Village Studio,2
d14a392b-2e0c-45c5-ac9e-c4364bb346c3,Retro Style Living In New York City,2
99fd3aa8-1ad5-4873-81c2-fdba7911149d,New York apt in beautiful area for Summer,15
af4d3a84-2d9f-40f8-ad1c-ad00b93ec81a,Room & Breakfast-   Room 2,1
4a40bebb-948a-4a91-a7aa-e9935a90e605,Luxury 2 BD with spectacular views,4
c1bc9dd7-0b23-4738-ac9f-840cd9b081bd,Beautiful 1205 ft classic NoHo Loft,3
16189fd1-1c65-4605-990d-a472a82af127,1 cozy & centrally located bedroom,4
507d802b-df43-4f59-a74c-23e3f9df3bf9,Beloved Brooklyn style apartment,4
0d147892-964e-4803-9983-f43dd77344fa,Awesomely Sunny 1 Bedroom w Balcony,3
b21d30a8-b367-4c2b-9ada-4823a92f1015,Cozy 1 BR in ideal location,6
4dafdc94-e4d6-4892-a9e4-d0a3547707c8,Private Room w/Bathroom / W'Berg BK,1
13f9937d-18dd-48b8-8ace-0c57168e4a60,Sunny 2 Bedroom Brownstone Apt.,3
b901a7a3-9b75-418b-898e-b4632c074377,2 beds in 3 bed with balcony in elevator bldng!,2
f293ce56-6c60-4488-b9ea-857a95bedaf4,Brooklyn Comfort w Rooftop View,5
3e0ad066-d139-400a-b8db-875063499795,Stunning & Comfortable Home in Williamsburg,3
fdf3e8a0-56ed-449b-a89b-245f5d4a4923,Next to Empire State building,3
f39fb9bc-8a74-4b32-bbc9-36628c6bbdd4,Riverside Dr Apartment,1
63cf68fe-546e-463c-836a-1e71fd34f4eb,"Williamsburg, BK large apt",1
0f6418aa-b476-49c0-a7fc-be88289eb5f2,UPPER EAST SIDE 5BR/4BA GARDEN APT,2
460aec48-3a59-47f5-acb0-9729efeae3c3,Bed-Stuy apt with central air,1
0b2db63d-eea5-49ec-a91d-c36758bf1736,Cozy private  bedroom  & bathroom,1
3c13f6e1-3b71-4919-919f-5bcb279a14fb,Room Available in Sunset Park!,1
a0a76a4c-268e-44bd-9f76-353f0c612d25,"Sunny, couple-friendly MasterBedroom in Greenpoint",7
86d580c4-20e7-4770-9571-7a5d2be51f29,City living in a suburb on NYC,5
838dc34e-93f1-43d1-9916-6ad9115eb876,Central Park / Full Apartment / 5th Ave,3
35eba0be-e815-40d0-8312-a5272a4f6f20,mhttnfullapt lowprce,2
191ee730-1162-4aa4-b558-7d0780dfcff8,Brooklyn Heights Brownstone Duplex,3
a5991015-17b0-4ec2-a411-8e53e4c58036,Williamsburg Sunlit Sanctuary.,3
e4f3ec0e-36d1-4522-84b9-b3afb4b28787,"Bright, spacious room in Manhattan",1
14f5b4a5-de2e-4c99-9764-512000fa95d9,GIANT LOFT IN DUMBO -- BY BROOKLYN BRIDGE PARK,3
e840ee84-2835-4b5d-9510-95616d7edd33,"Large, light-filled W. Village condo w/river views",2
b0e9b8e3-a921-4d89-846b-516fbe35532a,Cozy bedroom for 2 in Astoria,4
12230e9c-b14c-453a-a383-bae916594efe,Williamsburg Cozy Apartement,4
0023edee-25fe-4d4a-ad68-36ef92233535,Nice and spacious  1BR in Brooklyn,15
ff1599ac-a82b-48ad-bfce-49a18379375d,Lovely & Cozy Room Heart of Astoria,1
901f5298-d876-489a-8164-3ab1fe1993f4,Gorgeous 1 Bedroom: Balcony + View!,3
9cbb8598-868a-47fa-839d-5f1c89697912,"2 bedroom apartment, Fort Greene",25
e5f98541-8189-4c35-a93d-01e5c0aa1252,"Private room, Williamsburg Brooklyn",1
f3f98cee-eda1-486a-8e0a-125d4442388b,Renovated & Spacious Apt.,5
b26a2a33-0442-49c9-8308-be700663a142,Bright Big Room With Fireplace,21
f7c3b5f3-1737-4486-9da5-0496c109a20d,Quiet and spacious midtown apt,1
f51968b5-9810-496d-a65a-730024588c6a,"Private Floor, 1BR 1BTH, PR Entry",4
d31f0d94-4cad-456d-9a93-0cca352648f7,3)Cozy Sunny Warm Room  阳光温馨单房 停车容易,2
334f6b5d-9381-4b2e-8f90-fd7f60168828,"1 brm, fully equip bth/rm & kitchen, 2nd fl walkup",3
678eda63-6252-4d12-a619-17438a159d26,Soho/West Village 1 bedroom apt,1
b63b2d03-3cb2-4f99-8d2a-d801b4cdb8e3,JFK Studio Flat with Kitchen and Private bathroom,2
c07f33c9-587b-4a48-84ce-c4d8b2712791,Ridgewood 2 Bedroom,4
d7f72905-3c78-4c1a-a332-4b7c5d5548dd,JFK SPACIOUS ROOM / A  4  BLOCKS TO SUBWAY,2
c8c0c1c3-9698-4111-abc1-b0ba07f1b12b,"Classic NYC, Upper East Side Apt",5
0b0e205f-022e-446c-9a09-a2f9fa15f7f2,Sunny Bedroom in Bushwick,2
010d2e52-01a3-4a57-a5dd-963ba1def794,Private Room in Bohemian Haven,7
59ea0555-526a-4717-9c82-efc1bdf3f364,West Village on the Hudson River,1
2e26ef5a-ad54-4a0a-82a4-619fd9e7a3d5,Beautiful Williamsburg townhouse on a park.,30
529a9618-f866-4cc7-9ccf-ea6df1966d9a,2BR Creative Oasis,4
8ce97137-ed41-481c-bb4d-be0c39ec1775,Bright Brookyn Room W/ Bay Windows,91
dfbd1871-ef2e-4acd-bb13-f862be6e3142,PRIVATE Room||Luxury Apt,3
812f425a-1fd9-4ef2-8f3f-4029b12b1eee,Bright and Clean Little Italy Apt.,4
0aa45596-678d-4395-a4d7-e1967f1fd87c,Single Room in 2 bedroom apt.,2
afa377ac-6785-4e15-b156-1ec3246a6639,Large Room & Own Bath by train,2
8906d6c3-e93c-46f9-aca8-59931824ad9e,1BR (IN 2BR FLEX) - MANHATTAN FIDI,1
b99c44cb-7c2a-46a0-be5a-8d924f251c25,Charming one bedroom Upper East,1
6e3a6d33-afd7-45a6-9b6c-eacdb150c11e,"One  bedroom in Queens , with 2 single beds",2
fce6c628-f2cc-4bbb-858b-53ba664bd43c,Spacious Greenpoint 3BR/2BA Apt w/ Organic Garden,4
80127103-56bb-4bf8-be51-f351582a886a,Spacious/quiet one bedroom apt,30
2a940d89-111c-410b-99f8-670789f3d0c5,[202] 5 min WALK to Times Square!,1
0ca91940-2b29-4d97-96ca-3bdbebe6db65,[205] 5 min WALK to Times Square,1
6e0473ac-dc30-42d0-a094-8c64156e0988,Room Available in Large 3 Bdrm Apt!,1
1a97d5e7-99ec-446b-b6b3-aea42db1e35f,Family getaway with amazing roof.,2
2ae4cd2b-1d09-4c3e-b850-b582b31e4c66,Bright room in lovely Greenpoint apartment,3
27a2d48e-104f-42e0-99a7-4ca1824e31b1,ONE BR SUNNY APT-15 MIN FROM TIMESQ,5
8ccc1899-23fb-43b0-8434-e7e6ac9c39a5,Large room in NYC - 2 months,1
eeeb7ea3-7727-41a5-b6f0-10fa2c2822f8,Private Room in Large 2BR Apartment,3
9e720cc7-85e4-43b8-9ee3-d24876c93937,[203] 5 min WALK to Times Square,1
8b5f686b-2d41-49a8-b09c-181c9c224e0e,Beautiful newly renovated apartment,1
4b7e0d47-59f0-4a44-b4ee-2e74c500fc2a,Stay in our wonderful loft!,1
3c8c57fc-e867-4b1c-bad9-5c2982edefbb,Spacious 1BR & Loft near Park,1
5b82e829-db46-40ef-8dc9-7008b8999a7b,Summer in Gramercy Park. New York,1
41470f63-08ba-4c9d-914c-898b58b3ad61,Elegant studio in the UES,8
3ecd9f4b-c16f-4b65-89b9-227c67573e60,SUNNY 2 BEDROOM IN WILLIAMSBURGGGGG,10
cf92dfc5-360c-47d2-9226-b0131c9dec80,"Spacious, quiet and comfortable 1BR",2
4575a801-f4ce-496d-89f4-8a838dbcbdd0,2 Bedroom Apt. Available July 15 thru Sept. 1,1
a1994824-7247-4cd9-8edb-af7d9f42ae5e,1 Bedroom available for the entirety of September,10
5f724e21-6517-49dc-9186-8846f6815be8,[206] 5 min WALK to Times Square,1
080d56ec-dc96-44ff-a179-12e1fe13a62f,[306] 5 min WALK to Times Square,1
635c5833-bb46-4b96-85b0-9c417910ccd6,[301] 5 min WALK to Times Square,1
b747a2d6-ca68-4c8d-b397-af9590ccec5b,[302] 5 min WALK to Times Square,1
dc5e21eb-9322-48b2-8e5b-5accf3f4465a,Brooklyn Bright Times,1
01f30169-7c05-456e-8f2b-81d84f0d13d3,[303] 5 min WALK to Times Square,1
8409696b-7a1a-44a5-b9b1-0ed7747bc35d,[305] 5 min WALK to Times Square!,1
afdb18d1-1895-49f6-bdcb-f0d4e3e5cd55,[307] 5 min WALK to Times Square,1
d6204215-0d79-4e08-9f1d-46137ca9b91d,Spacious 4bed/2bath-heart of W'burg,3
883f51a0-c05f-4639-a29c-d2c8b212fdcd,1 BEDROOM IN 3 BEDROOMS APARTMENT,2
b9393dc5-0501-4bd3-a931-85198d32ed07,Charming and private room in W'burg,8
4f19380b-f0f9-4e72-b304-195eae6ae403,"Big, sunny garden apt in Brooklyn",5
4de1c8e8-70d1-4726-aaec-664725cc228d,Bedroom on Riverside Park,1
eaca23fa-d64c-4794-966a-1944915f3cc6,Large Private Room Uptown,2
f36afec6-7369-41f8-aeb4-e9f7b05eb781,Cozy Room in Charming East Village,1
0c6fba32-05fe-47f5-a1a4-eb5beb36fd92,Luxury Apartment in Brooklyn,5
a2f9e88e-3513-485b-83a7-4c302d229d89,Bright spacious 1BR on the park,7
b020d375-5f71-4b84-8996-4e2aa1fea543,MANHATTAN STUDIO,6
b8ff46cc-9dd5-454f-9575-78755e51b807,Big Room With Piano & Tin Ceilings,2
dacbb2a8-b7dc-4b58-881b-631faf7cfc8b,"Cozy, Warm Home in the West Village",5
64602216-0a70-44eb-a83a-e2a33a03beaf,"6 minutes from La Guardia Airpt. Quiet, Clean Room",2
4ce0cb72-5788-4cd0-ae89-3debe52199ac,Bushwick/Bed Stuy Border,5
32c8ed8b-2c96-4494-9cad-8f95f45065d8,Large 2 bedroom apartment,6
eb6ca31b-7084-440f-a3bc-c8a0f864bf65,Sunny Big Room With Garden Views,2
19339378-7b25-4530-b2ea-26203b77511a,View Waterfront Studio - Manhattan,21
736dea22-1fde-484d-9bda-5e6cfa3e76e6,Charming 1BD- 10 min to Manhattan & Central Park,1
01033f7a-7267-4c0d-9764-e7c53e5e30c4,*Musician's Apartment* in Brooklyn,1
c52dbe89-5760-4398-9d00-20ff2efb8026,Large 2BR 2BH duplex-Central Park!,4
5e698193-2ab1-4e44-85d8-90d515e77c9b,BEAUTIFUL STUDIO IN BROWNSTONE,4
6e577c3f-0714-42c8-9385-8140d844cb8e,Modern 1 BR w/ Private Patio in Boerum Hill!,2
f1e75a04-5054-4e55-8922-b9559c26fe16,"1 BR Apt., historic Jackson Heights",5
3c13f0a1-ed6e-4907-aa6f-8b79572a5c92,"Charming, Sunny Home in Heart of BK",1
4b9b49d5-768a-4857-8ce7-10d52360de68,Sun filled private room in Brooklyn,5
4e89d7ce-2ede-449b-9f7b-188d788236a6,Two Story Room With Reclaimed Bed,6
f0a64939-eff7-4967-971e-790f02c0b3e1,Beautiful home in the Heights,1
f37ee912-6304-4155-a587-af42548b9753,"Upper East Side Sublet, Cute Street",1
60bf7c21-0d6f-41d4-8362-e3d8bfbedae7,ROOMY 2BA/3BD - Parking Included,3
e19cb623-575d-418b-accd-6b8ec856bab6,Sunny spacious apt at Jefferson L!,1
d59bc60b-8c18-436b-9c9d-2da328138039,Bright Williamsburg/Shwick Art Loft,14
7d4d0253-b218-4106-856b-db96151c6353,Garden/Parlor Apt - Fort Greene,4
aee5241d-5043-4008-9329-5c8fde010ff3,Awesome Location with Best Commute,1
9359b8ff-96b5-4ff2-bbd9-f3707c36591a,Room in Williamsburg opposite park,1
5af1785e-837f-4abe-b626-96613c18688e,Studio in the heart of Manhattan,3
729c9dba-a559-47a7-a826-957a66f52967,Sunny Spacious 1BR in West Village,4
7b82d85a-b7ad-492a-8e50-85eea626e8e7,Amazing panoramic view loft,1
1c4f1dc3-6121-4166-b93b-5ec78451b5b6,New Charming Brooklyn 1 Bed Apartment,2
f443990b-bbf1-4f55-a86b-f9fcd2052b19,Bright art loft in E. Williamsburg,5
ae5e57df-c222-470f-86b0-f6ae14616c1f,Floorthru Two Bed & Private Yard,4
203b8595-6cc2-47e9-8091-370e3eef8a16,"Cozy one bdrm apt, Lower East Side",14
22f455e0-d963-443e-96ca-481690e89c8c,Lovely and quiet garden studio,2
06c64a87-e102-4426-a517-72eef3784306,1 BR available in lovely LES unit,1
2c26a7f2-46b1-4ac6-b243-63e1f52b81c5,"Perfect, 1 block from Central Park",3
39d79584-3503-4f5e-96b6-b76a7fee21c1,Big & Bright & Elevator on the UES,1
e76fcbd3-5cd2-427f-81a9-e59dd10b1624,"ONE-OF-A-KIND, EXPOSED-BRICK, 2-BR LOFT w/ VIEWS",3
2ecd5e26-26be-46d0-8760-8f80a775097e,Room in Sunny & Spacious Uptown Apt,1
94a33db5-3cf0-403f-a7f6-6aadee2faed2,"Clean, Convenient & Calming Space",2
50fcfcde-46f1-4e1a-81fd-c3ae717d4adb,Large Bright Williamsburg Apartment - Lorimer St.,20
9977addd-ce06-40d5-89fb-dad913ffc07f,3 Bedroom Kid-Friendly Apartment,4
5162f43b-b759-4a2a-87c7-69cdee5cf9e5,Hudson Luxury Suite - Water and Bridge Views,3
dfcddd31-1fcc-4c1c-823f-fba57169250c,Private room in quintessential BK!,1
8edece37-5634-4922-b368-635a5e4c7ecf,Cozy and ideally located Greenwich village apt,3
f39b60aa-35a5-4a02-b3e3-aacf70b9a849,Cozy apt in very hip Greenpoint!,3
e5d171c3-78a8-4895-b062-c91adfcc1922,Unique Studio apartment in the heart of Chelsea!,2
e364b4f0-e9da-4479-9001-67cd8e990b42,"Clean, Spacious LES 1 Bdrm",2
84c7eff7-9f98-458a-b970-9f15df9ea872,Three-story house in prime Wburg,2
05f5a365-7b80-4b50-9d46-7467bf6aa39d,Prime Williamsburg sanctuary,4
4bf1b2f4-0e68-4f82-a848-9607e1dfc648,Beautiful Penthouse Apartment,2
2e5c7934-0856-4e9d-b342-6e5538de00f6,Convenient Room In Greenpoint,7
