id,neighbourhood_group,neighbourhood,latitude,longitude
89460ffd-c2f9-4036-aeaa-5e614a30f86a,Brooklyn,Williamsburg,40.71992,-73.95536
baa5e655-cd63-4930-9971-3c98905c5ab6,Brooklyn,Bushwick,40.68929,-73.90484
ad3cc944-3f70-4347-ba2d-49942b8d31c9,Brooklyn,Bushwick,40.70548,-73.91776
a47e40da-ea21-4d75-9b8d-11627b371c8a,Manhattan,Lower East Side,40.71992,-73.98822
f2836e1c-3520-4d6d-8223-90998ced4a75,Manhattan,Chelsea,40.74923,-73.99376
aeb4eef8-b4f8-47a9-99b5-6efbd39c69d0,Brooklyn,Bedford-Stuyvesant,40.69499,-73.9469
c8686e6b-4022-46d2-8f00-79f27b3a3dc9,Brooklyn,Fort Hamilton,40.61985,-74.03255
e976921f-6905-46cd-9754-3adc55d11a25,Brooklyn,Fort Hamilton,40.61999,-74.03181
3d2c1173-88ed-4de2-aa0e-be5d16daa090,Brooklyn,Bedford-Stuyvesant,40.68956,-73.9589
2bd6bce0-a815-4fe7-8837-1482046bf41e,Manhattan,Harlem,40.82101,-73.95436
ace992c5-244d-447f-851a-a048b4d54ff3,Manhattan,Harlem,40.82918,-73.94857
120aac5f-b768-49f2-8dbd-1f98ea2d9c43,Brooklyn,Williamsburg,40.71965,-73.9428
c7aace8e-3a72-4e2a-bf9b-5e6081205bae,Brooklyn,Park Slope,40.68073,-73.97515
cd66c775-0a2a-470f-bb39-58fbe5643cc9,Brooklyn,Brooklyn Heights,40.6947,-73.99304
abbbfb15-bc12-4f88-8662-bf994f7f0ae2,Brooklyn,Williamsburg,40.71335,-73.93957
5adeeef5-8941-4861-861d-1cc26e6a3db0,Brooklyn,Williamsburg,40.71133,-73.96533
1b94ad64-204d-4ed1-97ee-8eeaa7fe0a03,Manhattan,East Harlem,40.79831,-73.93961
5384d793-0d1f-4059-9f5a-649bd1d3ea78,Manhattan,Upper East Side,40.76364,-73.9588
d86b2dd2-df1f-4780-97ad-c83a842690a6,Manhattan,Morningside Heights,40.80569,-73.96058
3b769567-1333-414e-a1a4-2da9b25362aa,Brooklyn,Bushwick,40.69246,-73.91909
d9db7db1-c8da-46e0-bbc6-28554028c3ea,Brooklyn,Bedford-Stuyvesant,40.67924,-73.9405
c2d8c8ee-9806-4525-aa75-d3755ee44f1c,Manhattan,West Village,40.7363,-74.00317
f3c515a4-3863-4ffb-8305-5718187be725,Manhattan,Washington Heights,40.85487,-73.93777
47da73df-8a6c-48ee-a0fc-133ddced1c97,Brooklyn,Clinton Hill,40.69158,-73.96699
7fc4f902-af0e-44b0-bba4-c218aa0fedb6,Brooklyn,East New York,40.6752,-73.89218
2f2309ce-2e02-4d67-bfeb-4e85161d419b,Manhattan,Harlem,40.82028,-73.95381
6f9a1be8-0250-4174-8564-5c704ca44bd1,Manhattan,East Village,40.72877,-73.98175
71464634-bdef-4b80-b35e-c0e4a3cb64b3,Brooklyn,Bushwick,40.69818,-73.91356
478ab109-1e86-4a03-8e49-fb49ab2bf51a,Brooklyn,Williamsburg,40.71292,-73.94873
1f8f04da-b9dd-4f67-9788-a5f38abe3231,Manhattan,Upper West Side,40.79024,-73.97911
2b87bb9a-4d97-403e-85e4-87bd71d2f40b,Manhattan,Lower East Side,40.72259,-73.99311
cf7555d1-0178-480f-939f-c4c4c7cec7b7,Manhattan,Lower East Side,40.7201,-73.9841
57d7a6d6-7080-4141-8e66-81062bb07e5e,Queens,Maspeth,40.73456,-73.88891
68288f5f-05d4-40b5-a895-eae69d9714e3,Manhattan,Chinatown,40.71574,-73.99107
4c0ebf48-c79b-4629-a8c2-8d1b8cefb5b9,Brooklyn,Bushwick,40.70464,-73.91596
c2ece0b1-4c8f-4fb8-979e-40673a5f89bc,Brooklyn,Park Slope,40.67545,-73.98234
95fa87f8-c362-4290-b63c-997f5d2a4715,Brooklyn,Carroll Gardens,40.68358,-73.99474
b55a9a72-e52a-4321-9734-09e18ebde87f,Brooklyn,Bedford-Stuyvesant,40.68538,-73.92447
f6a224c6-73e6-4f56-9937-8685f575871b,Manhattan,Hell's Kitchen,40.75834,-73.99277
6fb379db-a6a9-43ca-a72e-5951feade154,Manhattan,East Village,40.7333,-73.98943
f528ea6a-f962-4f53-aadf-c165f2b0c633,Manhattan,West Village,40.7332,-74.00281
99eb9444-1393-4f9a-8928-b2db2b1382a8,Manhattan,Chinatown,40.71475,-73.9912
99f877d0-4751-428f-983f-53d3c3cb2a12,Manhattan,Greenwich Village,40.73088,-74.00035
ed5f4d53-8b1f-4351-9015-0559325f19b1,Brooklyn,Williamsburg,40.71563,-73.95737
1b481f56-1293-4193-a4c0-79c66840906d,Manhattan,Nolita,40.7208,-73.99647
fd086bae-c6a8-4ab5-a766-04e2194ef6a7,Brooklyn,Bedford-Stuyvesant,40.68754,-73.92522
1e5e2c84-d7ed-4be4-b141-6cc488b9ebc5,Brooklyn,Bedford-Stuyvesant,40.68782,-73.935
c995eab7-c980-4c7d-bf12-7689ab73c7b4,Queens,Astoria,40.77268,-73.92503
2d60b040-7a87-4f0f-bf4e-b0a406671c10,Manhattan,Upper West Side,40.79715,-73.96873
8b15ef3a-1dc7-4afc-857f-01b43a7088ae,Brooklyn,Bedford-Stuyvesant,40.68397,-73.95136
54724059-67ca-484c-bfbd-136740c144f8,Brooklyn,Bedford-Stuyvesant,40.69649,-73.93645
3262f9bf-18af-4076-8d3a-05f29f5e309a,Manhattan,Upper East Side,40.77258,-73.95213
5be12a28-0b88-48fc-bc8d-47f0b17b8321,Brooklyn,Sunset Park,40.65295,-74.00411
42689d3a-0796-4bca-95a1-b3d89799456c,Manhattan,Morningside Heights,40.80445,-73.9649
8f12e78c-bb7d-4795-8882-0fd4321e24e1,Brooklyn,Bushwick,40.69622,-73.93394
d5892a7d-590c-4c43-af51-d62fc073a9e0,Manhattan,Upper West Side,40.78931,-73.9752
20fc3c20-637d-4842-9555-2065f3e3c8a3,Brooklyn,Park Slope,40.6756,-73.97781
331380c5-a996-47d9-a94c-f1976f875f2c,Manhattan,Washington Heights,40.84828,-73.94284
00840421-2668-42f4-a6b4-f6d1b1a85407,Brooklyn,Sunset Park,40.66226,-73.98956
4393aec3-1092-4b8c-904b-939516bc805a,Manhattan,Financial District,40.70583,-74.00717
d24ed9a2-80e6-44bf-89a6-c141da31f7bc,Manhattan,Stuyvesant Town,40.7305,-73.98043
429a5be7-155c-4bd8-b07e-82b2c1d399d9,Brooklyn,Bushwick,40.7005,-73.91816
ae17b05d-22bf-427b-b220-7fc2922d089b,Manhattan,East Village,40.73031,-73.98784
f18f1759-d433-4e62-b822-7f5845ab9ead,Brooklyn,Bedford-Stuyvesant,40.69278,-73.94678
97b8e79d-d9cf-40de-bc01-c7751f8c2b59,Brooklyn,Bedford-Stuyvesant,40.69294,-73.94666
59d32662-1c87-42f9-866c-9211870e7794,Brooklyn,Bedford-Stuyvesant,40.69197,-73.93193
d2a80bcc-8bdd-4efe-8bc3-80dd79ee985c,Brooklyn,Vinegar Hill,40.70107,-73.98391
433152ed-41f5-4e4c-b758-0e8515d42cd1,Manhattan,Chelsea,40.74116,-73.99523
bcd4564e-2ee5-4ef1-85fb-e8546cf940d0,Manhattan,East Village,40.72457,-73.98142
25f41e90-11f9-4d6c-b5d7-2146a9ec2492,Queens,East Elmhurst,40.7582,-73.87656
eddd6b10-ff37-4747-954e-73e51982259d,Brooklyn,South Slope,40.66163,-73.98602
7a00a98d-d245-4965-8a33-2d8bdce4e3db,Manhattan,Upper East Side,40.77877,-73.94824
4ef1745d-2677-4669-8227-da13586416f8,Manhattan,Financial District,40.70811,-74.01301
f20d98eb-871f-4175-9d22-8ecea1d325b7,Manhattan,Upper East Side,40.76483,-73.95367
358b7c12-f24e-4233-a9ed-08630184c222,Brooklyn,Prospect Heights,40.67628,-73.96425
d41e514c-de99-402e-b2cd-586517a0c7f7,Queens,Elmhurst,40.73626,-73.87143
5443ec2a-4117-45d2-9a7b-b85ca9a2cb6c,Manhattan,Harlem,40.80682,-73.95196
212ff043-37e0-44aa-80ab-5f35fd3363fb,Queens,Ridgewood,40.70735,-73.90696
002586a1-20a6-42a9-a242-4c64cc27b698,Brooklyn,Park Slope,40.67128,-73.97863
e92fd3c2-5f6f-4ba5-ae58-5fa54076a689,Brooklyn,Williamsburg,40.70995,-73.96722
e1af7ed5-d720-49a7-96a7-ebe9418ecac7,Queens,Long Island City,40.7631,-73.92936
3c1e1faf-7beb-4595-9d94-2fbd23d40fd1,Brooklyn,Greenpoint,40.72642,-73.94519
22ae5fd9-d051-4149-b754-4326603f41fd,Manhattan,Upper West Side,40.7905,-73.97385
31440cfb-87b5-4445-8d3a-4ede42664c9e,Manhattan,Chelsea,40.74482,-73.99917
5896918f-1ddb-4d43-923d-c9b3dcdc6031,Manhattan,Upper West Side,40.78629,-73.98056
e6d4f316-0366-41f5-9ba1-6f033f6ba2a7,Manhattan,East Village,40.73125,-73.98675
7a091642-a6d1-436a-826f-988c19c23a3f,Brooklyn,Greenpoint,40.7272,-73.95134
94e9646e-fb5f-4c56-a817-d133228fdbb6,Manhattan,East Village,40.72545,-73.98802
b27b2faf-355b-4c28-b566-a44d972ee756,Manhattan,Harlem,40.81882,-73.956
aeb369b7-2487-4137-90ee-bb4c068612b2,Brooklyn,Kensington,40.64028,-73.97396
e1832669-58c5-4731-9da0-f7bd2c179f8d,Brooklyn,Prospect Heights,40.67958,-73.96956
63e7d803-b99e-4397-a8ef-27cbe840d496,Brooklyn,Bedford-Stuyvesant,40.69381,-73.944
023aca4c-1630-43fb-bb25-d6a77062c45e,Manhattan,East Village,40.72819,-73.98589
d75610bb-c54a-4a52-addc-6b9b8c6040c0,Manhattan,Harlem,40.82416,-73.94623
b82cb9a1-fddf-40dd-9c8c-71696ae945e1,Brooklyn,Williamsburg,40.70909,-73.9256
002fbbd1-2daa-4a51-938f-8ed14686fcdc,Manhattan,Chinatown,40.71431,-73.99142
5a68eccc-eb07-4df0-9d1c-0ef833b7a6e0,Brooklyn,South Slope,40.66691,-73.98658
0d18ab98-bb68-4ad8-a09a-570616886b25,Brooklyn,Cobble Hill,40.68628,-73.99681
4c896dc4-7ae4-4c30-b463-32fb0d231670,Brooklyn,Bedford-Stuyvesant,40.68211,-73.94775
ba1b9c5a-98a6-4100-b09f-e48b3f2807fb,Brooklyn,Prospect Heights,40.67797,-73.9701
f21a1c30-948c-41b1-ba01-00298e0d3928,Manhattan,East Village,40.7228,-73.98562
d3a5d385-f60f-4283-b610-86106f0121d5,Brooklyn,Bushwick,40.70403,-73.91276
2fb0b3c8-532e-46f9-93c7-868ac44d062e,Manhattan,SoHo,40.72268,-74.00269
ddb0ea45-ca5b-4f40-a116-fe6c7c8b9189,Brooklyn,Greenpoint,40.72503,-73.93909
ebcc2b9b-e859-45a9-91ae-6e298a0fa682,Manhattan,Greenwich Village,40.73378,-73.99714
c39e3d97-768e-47f8-b7c2-e0a8a077541b,Manhattan,Upper East Side,40.76164,-73.95995
25b64f1b-1662-4aba-aa71-a77f5732c4b4,Brooklyn,Bedford-Stuyvesant,40.68555,-73.94873
d12b569e-9d39-4654-87e0-49ef4f1cf0d9,Manhattan,Lower East Side,40.71894,-73.99205
5bc1ac2e-a47c-4a1f-a87f-bed8c908eadc,Manhattan,Kips Bay,40.73813,-73.98098
facc481f-4977-4196-bda9-6b1131dabfc1,Brooklyn,Clinton Hill,40.69387,-73.96841
52fb0bea-96c7-43a8-81d2-205cb33a1c22,Brooklyn,Crown Heights,40.67047,-73.95372
10a60e6c-ec27-4483-b0c6-1dd7671c7116,Manhattan,Hell's Kitchen,40.76146,-73.9896
d7ff9791-1f68-40d7-83bc-a94ee2ea6918,Queens,Long Island City,40.75508,-73.92918
af23d0ee-f2ea-4ab1-bb48-834dcf22cef4,Queens,Rego Park,40.72644,-73.85477
d84366e7-7b82-473a-80a9-8c729668c1d2,Brooklyn,Bushwick,40.68992,-73.91408
f3c8913b-c5e3-464b-941b-6c5e4ab395ce,Manhattan,East Village,40.72947,-73.9813
3ff2298a-0d1e-4513-8257-3c0db01bf868,Brooklyn,Prospect Heights,40.67885,-73.96838
a0467c44-b2e0-41ab-a124-81adae057dd3,Manhattan,Upper West Side,40.78763,-73.97308
bcb4feeb-fd92-4702-b114-2d97df490d82,Brooklyn,Bushwick,40.70174,-73.92662
ae23874c-5a5a-413b-845d-3d2b48b2779d,Manhattan,Upper East Side,40.77016,-73.95716
423731c9-2c0c-4ac9-a833-fac20a9390b4,Brooklyn,Williamsburg,40.70521,-73.94258
55d7b39f-9158-4714-b13d-b92444daf1c5,Manhattan,East Village,40.72869,-73.97653
87a18861-3fd9-4ae6-8e73-cc9a01425b41,Brooklyn,Crown Heights,40.66664,-73.92805
74794803-a33a-4c93-b2ec-67c9b03bb23a,Brooklyn,Crown Heights,40.67464,-73.94276
fce4ce30-0921-46dd-8e3c-7d8ca9b047b1,Manhattan,Washington Heights,40.83769,-73.94207
f1f70519-f605-4596-9215-854d6e6d6a4e,Manhattan,Chinatown,40.71479,-73.99284
ffc557f3-ac30-46fa-95fc-44a7ce31d4d4,Manhattan,Flatiron District,40.74145,-73.98828
c74f6e78-c05d-4e56-b97d-5cd6786c86ae,Brooklyn,Fort Greene,40.68794,-73.97393
26d7c8db-811b-4dff-b523-5768ad69d9b6,Manhattan,Nolita,40.72044,-73.99568
6fa3f082-d52d-4c6f-b043-7454723f7646,Manhattan,Upper West Side,40.80243,-73.9706
6d793935-398b-4cf1-9319-c73af0cf7dcf,Queens,Bayside,40.76729,-73.77162
201e3699-388e-4d1a-ace0-f0b55e25829e,Brooklyn,Crown Heights,40.66539,-73.96041
a7e7c8ee-774b-474c-a4dd-1548252df30d,Manhattan,Lower East Side,40.72157,-73.98489
c749949c-ff0e-48b8-9f0e-0a0e6c885579,Queens,Long Island City,40.76432,-73.93401
4ba6f5b4-5da9-455a-b031-5eaa4ef5e1a8,Manhattan,West Village,40.73529,-74.00323
9a9a58e3-bad0-4016-b9b9-523ea9d98de9,Manhattan,Harlem,40.81024,-73.9525
3fa1c003-b842-4465-b4de-0a98b0d6a7bd,Manhattan,Hell's Kitchen,40.75979,-73.99402
bee1d217-cdc7-45dd-8a22-5e5460a22a15,Manhattan,East Village,40.72261,-73.98196
e3dd8d90-1eb1-4ee4-bc3e-edaa1c3c61e4,Manhattan,West Village,40.73545,-74.00686
be2ce749-7420-4d63-9003-44839b47e5d5,Manhattan,Harlem,40.82196,-73.94247
ad0619e2-ea25-48b3-b124-8a276d97911e,Brooklyn,Greenpoint,40.72138,-73.94709
6ae710de-471f-41ab-8f5a-e42b9c2b0274,Queens,Long Island City,40.75588,-73.93117
9e230090-d096-44d6-b7ff-cff9f49abe9c,Manhattan,East Village,40.72168,-73.98418
9be30c44-7dba-431c-83d0-2d4bb165d7af,Brooklyn,Bedford-Stuyvesant,40.68398,-73.94101
7ab2ecef-9150-4a92-8143-dd45a2f0f958,Brooklyn,Bedford-Stuyvesant,40.69169,-73.93142
c5b3269f-ca8a-4286-b62e-154f80c2742f,Bronx,East Morrisania,40.82873,-73.89553
12c94259-66d8-432e-93b6-569ba20e412c,Manhattan,Upper West Side,40.79708,-73.969
ee5537f2-d877-4868-ae92-fd1b14f8cef4,Manhattan,East Harlem,40.7946,-73.93572
59e01ecf-7cf9-49fc-90f9-8b052b18c7ca,Manhattan,Civic Center,40.71645,-74.00402
d02bc1d8-4b10-4805-ac28-ca51093293d8,Brooklyn,Williamsburg,40.71711,-73.94259
9f5469c8-7232-41dc-834b-358f506376dc,Brooklyn,South Slope,40.66378,-73.97813
0c2d5757-d9f1-45fd-b0cd-2a9aee00a95b,Manhattan,Upper West Side,40.80304,-73.96582
f04a0fb3-f7bb-4368-993a-67a8b895b9a0,Brooklyn,Williamsburg,40.70794,-73.93976
a8f1febc-7f36-4933-a1ab-53278f5ec448,Manhattan,Harlem,40.80819,-73.94315
10264a26-d6c9-44b9-8bb6-897a11eb017c,Brooklyn,Park Slope,40.68006,-73.98053
470772d5-1e0b-490e-8c6e-c82a4f23b06c,Brooklyn,Williamsburg,40.71969,-73.9562
d14c1ef5-8b4f-4db3-87bf-a05382d69094,Brooklyn,Park Slope,40.67618,-73.98122
9232661b-1866-4b8b-a6ad-4ca0a64ea678,Manhattan,Midtown,40.76579,-73.98057
31da52f4-3718-4a66-b360-b34d697c6e8c,Brooklyn,Bushwick,40.69508,-73.91053
f741dd0c-a998-4c69-ba89-e4b5c8ce8a84,Manhattan,Harlem,40.82606,-73.94659
724cb82b-aad4-4bfa-afda-eb5f31944e8d,Manhattan,East Village,40.72492,-73.97914
133e17fd-adc6-4ab5-ae08-fb892f4af720,Manhattan,East Village,40.72962,-73.9836
d9dc10f7-5d96-4368-9687-0f0d7b85a60d,Brooklyn,Bedford-Stuyvesant,40.68396,-73.92872
77e03240-cf99-4861-a5f6-3df3ca35534e,Brooklyn,Bushwick,40.70055,-73.92193
97d8421a-e67a-4e4c-8b44-b578b2c7cab1,Brooklyn,Bushwick,40.68833,-73.91676
e11c8ff6-5c57-4b09-82f5-4ac7a38260a1,Manhattan,Lower East Side,40.72065,-73.98273
a2f4a698-98dd-4605-9b89-149ae8842d18,Manhattan,Murray Hill,40.74823,-73.97447
4a1b049e-bcdf-4640-a266-072de2ba0e31,Brooklyn,Bedford-Stuyvesant,40.68725,-73.95472
b7648ac6-350f-4e79-9b7d-91dfbc42d8ef,Brooklyn,Flatbush,40.64691,-73.95855
e414317e-552b-483d-b566-5d6a1b2bb8ef,Brooklyn,Bedford-Stuyvesant,40.68856,-73.9547
8acf5899-e2f1-4031-8fb8-517e800bd399,Brooklyn,East Flatbush,40.64939,-73.94791
4e663ab7-8ec1-407f-b797-01fe68303557,Manhattan,Lower East Side,40.71729,-73.98442
96e22de7-c27d-4cd0-965d-000e7089c391,Brooklyn,Flatbush,40.65349,-73.95527
3c531fb6-7fa1-4a90-a092-dd334c589cb1,Manhattan,Chelsea,40.74627,-73.99142
5d761d83-2864-437f-b3cb-14f078300055,Manhattan,East Harlem,40.80023,-73.93822
0e66f91a-a3ee-4267-bddd-6892435e2c3f,Manhattan,Financial District,40.7078,-74.00914
0c4c4bf9-df28-4bbb-81d8-89f2f675c90e,Manhattan,Harlem,40.82681,-73.9426
2515e724-2790-4794-9f20-2e95c92f9b10,Manhattan,Washington Heights,40.83428,-73.94446
2a38a0f4-36f4-4ae0-9cb1-f2091f8bbc6f,Brooklyn,Bedford-Stuyvesant,40.68889,-73.95406
d7d3d3d3-12ee-470b-8159-481a703e76c6,Manhattan,Kips Bay,40.73943,-73.98135
5afc66fc-986f-44e4-a33e-9a0aa6c1d389,Manhattan,East Harlem,40.78858,-73.94742
6c914787-3a60-40ab-934e-ed768f74eaa9,Brooklyn,Sheepshead Bay,40.59244,-73.95633
1080368b-4240-4ff3-969d-15cbebf4f83e,Manhattan,Upper West Side,40.77976,-73.97837
731abd8f-c9f0-43a5-a22b-fb60ea396c12,Brooklyn,Bushwick,40.70178,-73.92829
7379c5a5-90cc-41ac-91e7-4b90dc7380be,Manhattan,East Village,40.72423,-73.99013
321bb6ab-1cb6-4deb-bc2a-57e4c67f0b5d,Brooklyn,Bedford-Stuyvesant,40.6898,-73.95205
05f23556-078b-4053-a0cd-cf380bd639c3,Brooklyn,Sunset Park,40.66196,-73.99177
51d9d9f3-784f-4c34-84f4-2cff0e18f587,Brooklyn,Bedford-Stuyvesant,40.68247,-73.94119
2bece9c7-3528-4d83-8c55-231b19956880,Brooklyn,East New York,40.65918,-73.89226
f5b459b4-c8d3-4573-9e60-5d5e53c28276,Brooklyn,Bedford-Stuyvesant,40.69143,-73.93436
dd918a50-719a-4719-bb09-81a6cd68d015,Brooklyn,Williamsburg,40.70767,-73.94821
69fa0098-7e01-4f74-bd21-8d1f9af33977,Manhattan,West Village,40.72911,-74.00338
9a453b97-14eb-436b-bd0b-23fed817e318,Brooklyn,Williamsburg,40.70068,-73.94103
572fea7d-b11b-4ef5-9d3a-a331299e90dd,Manhattan,SoHo,40.7221,-74.00464
9262d22a-2525-45e6-b58b-15dff6cb30e5,Manhattan,Midtown,40.75277,-73.96686
f1deb22b-f141-46bd-abc8-1dd7414077b4,Manhattan,Harlem,40.81355,-73.94407
e4b0cd0b-ebb4-4c6d-894d-58978c02d9f5,Queens,Long Island City,40.74364,-73.95392
75153d0f-8657-4892-8b10-322a73e36ccd,Queens,Ditmars Steinway,40.77742,-73.90965
aec788d9-b5cc-464d-a7fd-b4d124a5b46f,Brooklyn,Prospect Heights,40.67876,-73.9715
1e9dfd76-a94c-4f70-8a61-55748ec68a1a,Manhattan,East Village,40.72164,-73.97927
371846fa-8169-4590-b659-2cf9fcaa5f5c,Manhattan,Lower East Side,40.72309,-73.98926
c82d2138-8890-4688-9a98-f91cf7e6824b,Manhattan,Hell's Kitchen,40.76171,-73.99478
250c5c45-250f-455f-8ab0-594b0b887fce,Brooklyn,Sheepshead Bay,40.58294,-73.95897
c7ccd4ce-bda5-46de-adeb-7518cd5dcf5e,Brooklyn,Bushwick,40.69927,-73.92133
326d27b7-d62d-49d0-b062-78e9e19d8fa6,Brooklyn,Williamsburg,40.71058,-73.9672
c230c21c-c7c6-4674-9653-15dcade76509,Queens,Long Island City,40.75547,-73.92017
9bde684a-e3b8-4fc1-a7a1-c3f0d6e4ce1c,Brooklyn,Bedford-Stuyvesant,40.69172,-73.95862
5cae3d3a-f99d-4f81-9dcd-f8cf6f02c393,Manhattan,Lower East Side,40.71508,-73.98973
235944fd-55e5-4db5-b498-37f323ab8807,Brooklyn,Bedford-Stuyvesant,40.68978,-73.94444
82efd549-f8e6-41ac-84dd-d2966f62962b,Queens,Astoria,40.76448,-73.92714
ba55ddc3-1110-4225-8600-cce60680c1f4,Brooklyn,Williamsburg,40.7122,-73.9511
1b1b2c44-7b73-4835-b2ed-49202bec027f,Brooklyn,Williamsburg,40.71452,-73.95486
666be66a-ec7e-4fc9-a106-d0084ded1877,Manhattan,Gramercy,40.73448,-73.98056
99e76907-a546-4594-93f7-c59d809de0ce,Manhattan,Upper West Side,40.79933,-73.95949
b4bc1a6e-a0bd-4a7d-9fb4-184201eb9d91,Manhattan,Upper West Side,40.78015,-73.97875
4494a563-f58b-4bcc-8c2d-266ed01b96a9,Manhattan,Lower East Side,40.71934,-73.98424
967232fb-7f1d-481c-af33-74481f003a63,Manhattan,Murray Hill,40.74537,-73.97462
89ff5873-dcfa-4b41-8ee1-526a71b64f15,Brooklyn,Carroll Gardens,40.68189,-73.99695
9e45e9f5-3194-426e-aaac-7eea64626ede,Brooklyn,Crown Heights,40.67647,-73.94813
c204de1a-cdfe-4654-b76a-de2c300a666c,Brooklyn,Williamsburg,40.71576,-73.94468
fc16452e-6b5b-4adf-81b2-d1211949c5e6,Brooklyn,Sunset Park,40.644,-74.01092
931e081e-3ded-4bcc-b9bc-185ecee3cece,Queens,Astoria,40.76778,-73.92201
6946bac8-5cb4-4e5f-a33b-ee1a11eeb260,Brooklyn,Williamsburg,40.70649,-73.94505
dead663c-096b-4b4f-8f4b-8b5101a98c79,Manhattan,Morningside Heights,40.80419,-73.96268
bef802c5-47c4-4480-8f2f-9bffbefb225b,Manhattan,NoHo,40.72579,-73.99341
823ee7c8-a6a3-43e8-871c-9d167d4c2b1f,Manhattan,Midtown,40.74603,-73.98364
8de6b559-98e0-4ace-8813-5d72216e3cc0,Manhattan,Midtown,40.76441,-73.98058
adab2b06-84bb-4b18-967b-d36444b2342f,Manhattan,Kips Bay,40.73774,-73.97343
f686189e-6f3f-4a03-a6d1-7c994e0d507a,Manhattan,Lower East Side,40.71546,-73.9896
00384edf-c5da-4774-ae03-a7a812105fb7,Manhattan,Greenwich Village,40.7292,-74.00209
22f67ee0-ae96-44f0-b63b-fccc5967e2a1,Brooklyn,Williamsburg,40.71303,-73.9558
1d0e2058-314b-4515-9e76-dfda30a8e9ca,Brooklyn,Williamsburg,40.71376,-73.95293
87a84f7e-2134-4826-92d8-fe7175eb25e3,Brooklyn,Crown Heights,40.67358,-73.94351
cb31ccad-e335-4f37-b481-457164ece4a2,Queens,Astoria,40.7722,-73.93105
723ef70a-daa4-4d11-8cf8-d451cd8c5c91,Brooklyn,Bedford-Stuyvesant,40.6846,-73.94478
d3b7185e-5ee7-434e-9832-bd871cbfbb19,Manhattan,Nolita,40.72411,-73.99563
135f6125-0a4f-41d6-a1f1-207b084033f2,Manhattan,Upper West Side,40.77088,-73.98061
f81f9ab5-9812-4df7-af28-e37548a9f95c,Manhattan,East Village,40.72228,-73.9838
8372f69d-7517-46a2-81bf-374f515a5641,Brooklyn,Bedford-Stuyvesant,40.68148,-73.93145
69188030-a1c1-4684-b62f-78f1d85ae9f0,Manhattan,Lower East Side,40.71864,-73.98346
d9d4b3ec-8b95-4961-9181-59fe60386bca,Brooklyn,Greenpoint,40.72927,-73.95707
512307ed-339b-45d3-8a81-e70d7992bbaf,Manhattan,East Village,40.72163,-73.97888
39bbb0a9-419a-47bf-aeb5-fd5c8c2caa84,Manhattan,Upper West Side,40.7777,-73.98796
2407cf6e-dc6f-4bf5-8871-2d9ee7dfaebf,Manhattan,Gramercy,40.73579,-73.98175
d31da6cc-26fc-4c90-836d-aa6ef2c9bd4a,Queens,Long Island City,40.75226,-73.94089
d6e531c9-0de1-4663-bf08-1ea10489eb06,Brooklyn,Gowanus,40.66892,-73.99136
5e0e7ef7-96e0-433d-95ed-0f3efbe9dd5e,Manhattan,Harlem,40.82622,-73.9498
c639ec14-4ca8-4d22-9748-3e3a5490dbe3,Manhattan,Harlem,40.82605,-73.94783
fd62886c-a3ab-4033-acb1-612220fce6ae,Brooklyn,Flatbush,40.64213,-73.95298
803b25c4-b2a3-447e-9936-f6d89a064744,Manhattan,Washington Heights,40.83523,-73.9398
8e5b4cfc-3c24-471d-9785-bf9023c453d4,Brooklyn,Flatbush,40.64167,-73.95465
e46cb608-fda8-4f5b-9927-9a12ca0d44d0,Queens,Springfield Gardens,40.67205,-73.75343
02d4c4fc-6b26-457c-940e-3a323c491dd1,Manhattan,Tribeca,40.71928,-74.01125
9a77a391-580a-4a67-b467-2ec334db3ee9,Brooklyn,Prospect-Lefferts Gardens,40.65628,-73.96014
59c021b7-daca-41da-9501-dc2d68b36d8c,Manhattan,Murray Hill,40.74981,-73.9786
73efc2e3-ba39-4b03-a9d7-b32f19507a13,Brooklyn,Bushwick,40.69496,-73.93088
d729e64a-f86b-4b3f-a221-c3a4eb8fc62a,Brooklyn,Bushwick,40.69644,-73.92707
0117dd6f-9928-4af8-b868-06128c750024,Brooklyn,Bedford-Stuyvesant,40.67988,-73.92831
91701e9d-809d-4f6b-9e95-d4fc981f2c7c,Brooklyn,Bushwick,40.70647,-73.92093
d0c75d6d-6978-4f4c-86a6-6b9c4deb85f6,Manhattan,Upper West Side,40.79555,-73.96578
8d56e269-65f8-458e-afad-28d094ae789f,Brooklyn,Flatbush,40.63198,-73.95988
c146d328-130d-470c-bb02-302e154b9d95,Manhattan,Upper East Side,40.78271,-73.95288
5e992a4a-6f59-49f6-91dc-b9a2a570907e,Brooklyn,Park Slope,40.66835,-73.97981
a4d21837-fc65-4db9-8415-1d7e7377188b,Manhattan,Harlem,40.80649,-73.95565
8ac7ad80-4e9e-4250-b94e-67381b105a3d,Queens,Flushing,40.76735,-73.81801
ad941733-2f8e-438b-9dd0-bdb4acc38084,Brooklyn,Williamsburg,40.71723,-73.96285
2617f45b-5594-444a-b709-3b34519c0815,Manhattan,Washington Heights,40.85619,-73.93117
fbab31a9-89c9-4145-984a-00fd0f0be87e,Brooklyn,Greenpoint,40.73059,-73.95651
e3666c74-9a5b-4d2f-ae64-f19c48587691,Brooklyn,Clinton Hill,40.68128,-73.96286
